🥦港台,#genre#
🚗海南-1,#genre#
海南新闻,http://153.0.171.163:85/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
海南公共,http://153.0.171.163:85/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
海南影视,http://153.0.171.163:85/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
海南自贸,http://153.0.171.163:85/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
海南新闻,http://nn.7x9d.cn/地方台8563/海南.php?id=xwpd
海南自贸,http://nn.7x9d.cn/地方台8563/海南.php?id=jjpd
海南公共,http://nn.7x9d.cn/地方台8563/海南.php?id=ggpd
海南文旅,http://nn.7x9d.cn/地方台8563/海南.php?id=wlpd
海南少儿,http://nn.7x9d.cn/地方台8563/海南.php?id=sepd
三沙卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=ssws
儋州综合频道,http://36009.hlsplay.aodianyun.com/tv_radio_36009/tv_channel_1330.m3u8?auth_key=4854915849-0-0-5cf8df0f6f82fbb8da58b60f011965c3
海南新闻HD,http://www.hkyc.site:1991/rtp/239.253.64.121:5140
海南公共HD,http://www.hkyc.site:1991/rtp/239.253.64.14:5140
海南文旅HD,http://www.hkyc.site:1991/rtp/239.253.64.122:5140海南少儿HD	http://www.hkyc.site:1991/rtp/239.253.64.124:5140
海南自贸HD,http://www.hkyc.site:1991/rtp/239.253.64.119:5140
海南新闻SD,http://www.hkyc.site:1991/rtp/239.253.64.11:5140
海南公共SD,http://www.hkyc.site:1991/rtp/239.253.64.2:5140
海南文旅SD,http://www.hkyc.site:1991/rtp/239.253.64.3:5140海南少儿SD	http://www.hkyc.site:1991/rtp/239.253.64.4:5140
海口1SD,http://www.hkyc.site:1991/rtp/239.253.64.6:5140
海口2SD,http://www.hkyc.site:1991/rtp/239.253.64.7:5140
海口3SD,http://www.hkyc.site:1991/rtp/239.253.64.8:5140
三亚1SD,http://www.hkyc.site:1991/rtp/239.253.64.9:5140
万宁SDhttp://www.hkyc.site:1991/rtp/239.253.64.167:5140
东方SD,http://www.hkyc.site:1991/rtp/239.253.64.111:5140
临高SD,http://www.hkyc.site:1991/rtp/239.253.64.155:5140
保亭SD,http://www.hkyc.site:1991/rtp/239.253.64.159:5140
儋州SD,http://www.hkyc.site:1991/rtp/239.253.64.107:5140
定安SD,http://www.hkyc.site:1991/rtp/239.253.64.110:5140
屯昌SD,http://www.hkyc.site:1991/rtp/239.253.64.117:5140
文昌SD,http://www.hkyc.site:1991/rtp/239.253.64.105:5140
昌江SD,http://www.hkyc.site:1991/rtp/239.253.64.108:5140
澄迈SD,http://www.hkyc.site:1991/rtp/239.253.64.109:5140
琼中SD,http://www.hkyc.site:1991/rtp/239.253.64.165:5140
琼海SD,http://www.hkyc.site:1991/rtp/239.253.64.106:5140
白沙SD,http://www.hkyc.site:1991/rtp/239.253.64.118:5140
海南自贸SD,http://www.hkyc.site:1991/rtp/239.253.64.1:514
海南新闻,http://www.alihomes.top:8188/rtp/239.254.96.20:7144
海南自贸,http://www.alihomes.top:8188/rtp/239.254.96.185:8162
海南公共,http://www.alihomes.top:8188/rtp/239.254.96.21:7152
海南文旅,http://www.alihomes.top:8188/rtp/239.254.96.191:8176
海南少儿,http://www.alihomes.top:8188/rtp/239.254.96.23:7168
三亚1台,http://www.alihomes.top:8188/rtp/239.254.96.106:8832
海口1,http://www.alihomes.top:8188/rtp/239.254.96.103:7808
澄迈,http://www.alihomes.top:8188/rtp/239.254.96.111:7772
海口-1,https://live2.hkbtv.cn/live/tv2501.m3u8
海口-2,https://live2.hkbtv.cn/live/tv2502.m3u8
海口-3,https://live2.hkbtv.cn/live/tv2503.m3u8
🍚陕西,#genre#
陕西1,http://112.46.105.20:8009/hls/18/index.m3u8
陕西1,http://gxlive.snrtv.com/sx1-SD.m3u8
陕西2,http://112.46.105.20:8009/hls/19/index.m3u8
陕西2,http://gxlive.snrtv.com/sx2-SD.m3u8
陕西3,http://112.46.105.20:8009/hls/20/index.m3u8
陕西3,http://gxlive.snrtv.com/sx3-SD.m3u8
陕西4,http://112.46.105.20:8009/hls/21/index.m3u8
陕西5,http://112.46.105.20:8009/hls/22/index.m3u8
陕西5,http://gxlive.snrtv.com/sx5-SD.m3u8
陕西6,http://112.46.105.20:8009/hls/23/index.m3u8
陕西6,http://gxlive.snrtv.com/sx6-SD.m3u8
陕西7,http://112.46.105.20:8009/hls/24/index.m3u8
陕西7,http://gxlive.snrtv.com/sx7-SD.m3u8
陕西8,http://112.46.105.20:8009/hls/62/index.m3u8
陕西8,http://gxlive.snrtv.com/sx8-SD.m3u8
陕西🍓,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=live1202
陕西🍓,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=live1203
陕西🍓,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=live1204
陕西🍓,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=live1205
陕西🍓,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=live1206
陕西卫视,http://219.145.93.74:10000/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
陕西一套,http://219.145.93.74:10000/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
陕西二套,http://219.145.93.74:10000/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰中文,http://219.145.93.74:10000/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
西安1,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=live1207
西安2,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=live1208
西安3,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=live1209
西安4,http://www.kaniptv.cn/mk.php?ip=node-111-20-163-124.speedtest.cn:8001&id=live1210
西安综合,http://xatv-yt.xiancity.cn/live/1/index.m3u8
西安都市,http://xatv-yt.xiancity.cn/live/2/index.m3u8
西安商务,http://xatv-yt.xiancity.cn/live/3/index.m3u8
西安戏剧影视,http://xatv-yt.xiancity.cn/live/4/index.m3u8
西安丝路,http://xatv-yt.xiancity.cn/live/5/index.m3u8
西安移动,http://xatv-yt.xiancity.cn/live/7/index.m3u8
汉中,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226006/index.m3u8
宝鸡综合,http://zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226038/index.m3u8
🐟浙江-1,#genre#
浙江公共新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江国际,https://stream1.freetv.fun/352b71137b4f026c65b26c34be3a0f8d48f845b620a6bc472a630aed2fa0e2b7.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江教科影视,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江民生休闲,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江经视,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江钱江都市,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
海宁生活,https://stream1.freetv.fun/e5ac3e4541425aa812f19aca59fcd06a279955e60fd1647616f04a68f80ef87e.m3u8
海宁新闻综合,https://stream1.freetv.fun/f169f027339329e69b9c4db6fc304113830c67632744351fdf6171a413521f70.m3u8
湖州文化娱乐,http://hzcm-live.media.hugd.com/613c47f0ab0d4eaa98b21378d0db6ded/0051d31c9dd543a7825eea4e49675b2a.m3u8?auth_key=2277598059-0a5ebfa1c0dc4671b42a60810fc37039-0-fa625b7d1feab612062453c12e3c8887&fbl=
湖州公共频道,http://hzcm-live.media.hugd.com/1e6b554b9ab74513958c0e1ffe664d22/9acaa7634309494cb29a85eb12136607.m3u8?auth_key=2272900830-9a2389b8bf4e49d580d4ad807423d326-0-ea78a5c7a678c436263582d368f5009e
湖州新闻综合,http://hzcm-live.media.hugd.com/3f5fa7d64c7c46a38c6bd8ad35e836cc/65128273761b4731ae53729ea6dcf932.m3u8?auth_key=2277598215-9d21c15111244bea8d298c361d31a72e-0-d031198f58d44b0e91ba2e3f3b188865&amp;fbl=
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8?zzhed
绍兴公共频道,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8?zzhed
绍兴文化影院,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8?zzhed
海宁,https://p2hs.vzan.com/slowlive/317913155078575177/live.m3u8
上虞新商都,https://stream1.freetv.fun/3304d40ab080cfdc62386a8b26bd04cdbc7330f96858e3e1a69326aa4a94ed2a.m3u8
上虞新闻,https://stream1.freetv.fun/10f878df91ad1768ede91f010c6cc072507a54783e88ddaec8f54356a8945884.m3u8
台州综合,https://stream1.freetv.fun/c4e5873503b189c2c828b0a60392ad7bcc04f20320b4de9fef041904fc33f693.m3u8
杭州综合,http://xrhui.f3322.org:8888/rtp/233.50.201.173:5140
杭州明珠,http://xrhui.f3322.org:8888/rtp/233.50.201.174:5140
杭州生活,http://xrhui.f3322.org:8888/rtp/233.50.201.175:5140
杭州影视,http://xrhui.f3322.org:8888/rtp/233.50.201.176:5140
杭州青少体育,http://xrhui.f3322.org:8888/rtp/233.50.201.177:5140
杭州导视,http://xrhui.f3322.org:8888/rtp/233.50.201.182:5140
宁波1,http://xrhui.f3322.org:8888/rtp/233.50.201.168:5140宁波2,http://xrhui.f3322.org:8888/rtp/233.50.201.178:5140
宁波3,http://xrhui.f3322.org:8888/rtp/233.50.201.179:5140
宁波4,http://xrhui.f3322.org:8888/rtp/233.50.201.180:5140
温州新闻,http://xrhui.f3322.org:8888/rtp/233.50.201.87:5140
衢州综合,http://xrhui.f3322.org:8888/rtp/233.50.202.11:5140
衢州公共,http://xrhui.f3322.org:8888/rtp/233.50.202.12:5140
绍兴新闻,http://xrhui.f3322.org:8888/rtp/233.50.201.156:5140
宁波1,https://stream1.freetv.fun/5eee88e93c5b7681cfbae7b627b7cd4cfd90bed45a87eb8290a933f15ad81aca.m3u8
金华,https://stream1.freetv.fun/8e0083a49fbe3a33f98f541a1c5063ffac3c680660a9cad6dccda6df2d21418d.m3u8
咸安,https://stream1.freetv.fun/4a21df943d075c00d0669ae8ef52da44ced4e27a51c2b24a8fe2eecc4b1e92ff.m3u8
杭州,https://stream1.freetv.fun/dace29d84a208ac463c9eda2e26e59f8f6a02fc61f549fb003d1903df9b60473.m3u8
长清新闻,http://play-a11.quklive.com/live/1689126294179076.m3u8
丽水青田综合[Q群708575690],http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
衢州衢江综合[Q群708575690],http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8
丽水庆元综合[Q群708575690],http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8
龙泉综合,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
丽水松阳综合[Q群708575690],http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
常山,https://stream1.freetv.fun/2b5ebb6af6fd593a4a908adbc38c7c8d31cad28c9c4b1386c00a38d91ce176bc.m3u8
文成,https://stream1.freetv.fun/e70d875328e1e68c2bef824f47c21bc721a46cc953bb4336723655e4aebce9c1.m3u8
云和,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8
嵊州新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
缙云,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8?zzhed
龙游新闻,https://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
龙游生活,https://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
衢州公共,http://www.liangcl.top:8686/rtp/233.50.202.12:5140
衢州新闻,http://www.liangcl.top:8686/rtp/233.50.201.155:5140
湖州频道,http://www.liangcl.top:8686/rtp/233.50.201.158:5140
嘉兴频道,http://www.liangcl.top:8686/rtp/233.50.201.163:5140
绍兴频道,http://www.liangcl.top:8686/rtp/233.50.201.156:5140
台州频道,http://www.liangcl.top:8686/rtp/233.50.201.157:5140
桐乡频道,http://www.liangcl.top:8686/rtp/233.50.201.169:5140
温州频道,http://www.liangcl.top:8686/rtp/233.50.201.87:5140
丽水新闻,http://www.liangcl.top:8686/rtp/233.50.201.162:5140
宁波少儿,http://www.liangcl.top:8686/rtp/233.50.201.181:5140
宁波影视,http://www.liangcl.top:8686/rtp/233.50.201.180:5140
宁波文体,http://www.liangcl.top:8686/rtp/233.50.201.179:5140
宁波生活,http://www.liangcl.top:8686/rtp/233.50.201.178:5140
宁波综合,http://www.liangcl.top:8686/rtp/233.50.201.168:5140
杭州导视,http://www.liangcl.top:8686/rtp/233.50.201.182:5140
杭州明珠,http://www.liangcl.top:8686/rtp/233.50.201.174:5140
杭州影视,http://www.liangcl.top:8686/rtp/233.50.201.176:5140
杭州生活,http://www.liangcl.top:8686/rtp/233.50.201.175:5140
杭州综合,http://www.liangcl.top:8686/rtp/233.50.201.173:5140
杭州青少,http://www.liangcl.top:8686/rtp/233.50.201.177:5140
金华新闻,http://www.liangcl.top:8686/rtp/233.50.201.161:514
杭州1综合,http://xnnas.com:4023/udp/233.50.201.173:5140
杭州2明珠,http://xnnas.com:4023/udp/233.50.201.174:5140
杭州3生活,http://xnnas.com:4023/udp/233.50.201.175:5140
杭州4影视,http://xnnas.com:4023/udp/233.50.201.176:5140
杭州5青少,http://xnnas.com:4023/udp/233.50.201.177:5140
杭州导视,http://125.113.88.160:8888//rtp/233.50.201.182:5140
极速汽车,http://xnnas.com:4023/udp/233.50.201.208:5140
宁波TV1,http://xnnas.com:4023/udp/233.50.201.168:5140
宁波TV2,http://xnnas.com:4023/udp/233.50.201.178:5140
宁波TV3,http://xnnas.com:4023/udp/233.50.201.179:5140
宁波TV4,http://xnnas.com:4023/udp/233.50.201.180:5140
宁波TV5,http://xnnas.com:4023/udp/233.50.201.181:5140
温州新闻,http://xnnas.com:4023/udp/233.50.201.87:5140
衢州新闻,http://xnnas.com:4023/udp/233.50.201.155:5140
绍兴新闻,http://xnnas.com:4023/udp/233.50.201.156:5140
台州-1,http://xnnas.com:4023/udp/233.50.201.157:5140
湖州公共,http://xnnas.com:4023/udp/233.50.201.158:5140
金华新闻,http://xnnas.com:4023/udp/233.50.201.161:5140
丽水新闻,http://xnnas.com:4023/udp/233.50.201.162:5140
嘉兴新闻,http://xnnas.com:4023/udp/233.50.201.163:5140
桐乡新闻,http://xnnas.com:4023/udp/233.50.201.169:5140
杭州导视,http://xnnas.com:4023/udp/233.50.201.182:5140
衢州公共HD,http://xnnas.com:4023/udp/233.50.202.12:5140
衢州新闻HD,http://xnnas.com:4023/udp/233.50.202.11:5140
杭州1综合,http://nas.dous.cc:4023/udp/233.50.201.173:5140
杭州2明珠,http://nas.dous.cc:4023/udp/233.50.201.174:5140
杭州3生活,http://nas.dous.cc:4023/udp/233.50.201.175:5140
杭州4影视,http://nas.dous.cc:4023/udp/233.50.201.176:5140
杭州5青少,http://nas.dous.cc:4023/udp/233.50.201.177:5140
杭州导视,http://125.113.88.160:8888//rtp/233.50.201.182:5140
极速汽车,http://nas.dous.cc:4023/udp/233.50.201.208:5140
宁波TV1,http://nas.dous.cc:4023/udp/233.50.201.168:5140
宁波TV2,http://nas.dous.cc:4023/udp/233.50.201.178:5140
宁波TV3,http://nas.dous.cc:4023/udp/233.50.201.179:5140
宁波TV4,http://nas.dous.cc:4023/udp/233.50.201.180:5140
宁波TV5,http://nas.dous.cc:4023/udp/233.50.201.181:5140
温州新闻,http://nas.dous.cc:4023/udp/233.50.201.87:5140
衢州新闻,http://nas.dous.cc:4023/udp/233.50.201.155:5140
绍兴新闻,http://nas.dous.cc:4023/udp/233.50.201.156:5140
台州-1,http://nas.dous.cc:4023/udp/233.50.201.157:5140
湖州公共,http://nas.dous.cc:4023/udp/233.50.201.158:5140
金华新闻,http://nas.dous.cc:4023/udp/233.50.201.161:5140
丽水新闻,http://nas.dous.cc:4023/udp/233.50.201.162:5140
嘉兴新闻,http://nas.dous.cc:4023/udp/233.50.201.163:5140
桐乡新闻,http://nas.dous.cc:4023/udp/233.50.201.169:5140
杭州导视,http://nas.dous.cc:4023/udp/233.50.201.182:5140
松阳,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
云和,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8
缙云,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8
海宁生活,https://p2hs.vzan.com/slowlive/140655701702632623/live.m3u8
嵊州,,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
龙游生活,http://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
上虞新闻,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8 
上虞新尚都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8 
诸暨,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8 
嘉善,https://p2hs.vzan.com/slowlive/633251673265558519/live.m3u8
海宁新闻,https://p2hs.vzan.com/slowlive/317913155078575177/live.m3u8 
龙港,https://play-qukan.cztv.com/live/1722309876941077.m3u8
文成,http://nplay-qukan.cztv.com/live/1757486581311330.m3u8
长兴,http://play-a11.quklive.com/live/1689126294179076.m3u8
瑞安,http://play-sh-21.quklive.com/live/1681269183807252.m3u8?auth_key=2033114999-67ff99bfbe1b4577b013750618ffce6b-0-454401c27452e83159ca9466ef742db2 
温州,https://l.cztvcloud.com/channels/lantian/sxchannel03/1080p.m3u8
🦌慈溪组播,#genre#
浙江新闻,http://www.negative.top:50000/rtp/233.50.201.137:5140
浙江民生,http://www.negative.top:50000/rtp/233.50.201.136:5140
浙江科教影视,http://www.negative.top:50000/rtp/233.50.201.134:5140
浙江经济生活,http://www.negative.top:50000/rtp/233.50.201.133:5140
浙江钱江,http://www.negative.top:50000/rtp/233.50.201.132:5140
浙江少儿,http://www.negative.top:50000/rtp/233.50.201.138:5140
之江纪录,http://www.negative.top:50000/rtp/233.50.202.25:5140
杭州综合,http://www.negative.top:50000/rtp/233.50.201.173:5140
杭州明珠,http://www.negative.top:50000/rtp/233.50.201.174:5140
杭州生活,http://www.negative.top:50000/rtp/233.50.201.175:5140
杭州影视,http://www.negative.top:50000/rtp/233.50.201.176:5140
杭州青少体育,http://www.negative.top:50000/rtp/233.50.201.177:5140
杭州导视,http://www.negative.top:50000/rtp/233.50.201.182:5140
宁波1,http://www.negative.top:50000/rtp/233.50.201.168:5140
宁波2,http://www.negative.top:50000/rtp/233.50.201.178:5140
宁波3,http://www.negative.top:50000/rtp/233.50.201.179:5140
宁波4,http://www.negative.top:50000/rtp/233.50.201.180:5140
温州新闻,http://www.negative.top:50000/rtp/233.50.201.87:5140
衢州综合,http://www.negative.top:50000/rtp/233.50.202.11:5140
衢州公共,http://www.negative.top:50000/rtp/233.50.202.12:5140
绍兴新闻,http://www.negative.top:50000/rtp/233.50.201.156:5140
浙江新闻,http://xjdd.top:8500/rtp/233.50.201.137:5140
浙江民生,http://xjdd.top:8500/rtp/233.50.201.136:5140
浙江科教影视,http://xjdd.top:8500/rtp/233.50.201.134:5140
浙江经济生活,http://xjdd.top:8500/rtp/233.50.201.133:5140
浙江钱江,http://xjdd.top:8500/rtp/233.50.201.132:5140
浙江少儿,http://xjdd.top:8500/rtp/233.50.201.138:5140
之江纪录,http://xjdd.top:8500/rtp/233.50.202.25:5140
杭州综合,http://xjdd.top:8500/rtp/233.50.201.173:5140
杭州明珠,http://xjdd.top:8500/rtp/233.50.201.174:5140
杭州生活,http://xjdd.top:8500/rtp/233.50.201.175:5140
杭州影视,http://xjdd.top:8500/rtp/233.50.201.176:5140
杭州青少体育,http://xjdd.top:8500/rtp/233.50.201.177:5140
杭州导视,http://xjdd.top:8500/rtp/233.50.201.182:5140
宁波1,http://xjdd.top:8500/rtp/233.50.201.168:5140
宁波2,http://xjdd.top:8500/rtp/233.50.201.178:5140
宁波3,http://xjdd.top:8500/rtp/233.50.201.179:5140
宁波4,http://xjdd.top:8500/rtp/233.50.201.180:5140
温州新闻,http://xjdd.top:8500/rtp/233.50.201.87:5140
衢州综合,http://xjdd.top:8500/rtp/233.50.202.11:5140
衢州公共,http://xjdd.top:8500/rtp/233.50.202.12:5140
绍兴新闻,http://xjdd.top:8500/rtp/233.50.201.156:5140
🐲云南西藏,#genre#
❤️云南都市,https://hwapi.yntv.net/62hdvf/rjwt14.m3u8
❤️云南娱乐,https://hwapi.yntv.net/62hdvf/q9vs1b.m3u8
❤️云南康旅,https://hwapi.yntv.net/62hdvf/227q43.m3u8
❤️云南影视,https://hwapi.yntv.net/62hdvf/utrat7.m3u8
昆明教育电视台,https://pili-live-hls-kmjy-tv.kmetv.com/kmjy-tv/kmjy1.m3u8?sign=fc17fe576d2d2eba11bb1ffa4be3d7e1&t=68dd60b2
昆明新闻综合,http://161.118.246.142:5678/KmProxy.php?id=xwzh
昆明春城民生,http://161.118.246.142:5678/KmProxy.php?id=ccms
昆明科学教育,http://161.118.246.142:5678/KmProxy.php?id=kxjy
昆明经济生活,http://161.118.246.142:5678/KmProxy.php?id=jjsh
云南影视,https://stream1.freetv.fun/76d6929ef3145eb85fe264b8f83432ccc076db07698455be65ce53c618477a90.m3u8
云南娱乐,https://stream1.freetv.fun/1e519db50efc47898d28b361b278dd74438de87cd84222210bb38c2e60968666.m3u8
曲靖一套,rtmp://pili-publish.qjrb.newaircloud.com/newaircloud-qjrb/qjrb_20250928092327?key=0f2275e00668c554&pushSource=eyJzaWQiOiJxanJiIiwibGl2ZUlEIjoiMTgzMDEwIiwicHVzaFR5cGUiOiJjdXN0b20iLCJkZXZpY2UiOiJPQlMiLCJ1aWQiOiIzMSJ9
清廉曲靖,rtmp://pili-publish.qjrb.newaircloud.com/newaircloud-qjrb/qjrb_20250928092430?key=381433e8b3ed3e1a&pushSource=eyJzaWQiOiJxanJiIiwibGl2ZUlEIjoiMTgzMDExIiwicHVzaFR5cGUiOiJjdXN0b20iLCJkZXZpY2UiOiJPQlMiLCJ1aWQiOiIzMSJ9
曲靖三套,rtmp://pili-publish.qjrb.newaircloud.com/newaircloud-qjrb/qjrb_20250928092500?key=b1ed32530f078f6a&pushSource=eyJzaWQiOiJxanJiIiwibGl2ZUlEIjoiMTgzMDEyIiwicHVzaFR5cGUiOiJjdXN0b20iLCJkZXZpY2UiOiJPQlMiLCJ1aWQiOiIzMSJ9
普洱TV,https://zhibo.puerw.cn/puer/c752b300-602c-4083-8c5e-f6bb97b58f2d.m3u8
昭通1,https://hwapi.yntv.net/ew265l/5fkqnm.m3u8
昭通3,https://hwapi.yntv.net/9nwc4s/y7445b.m3u8
丽江新闻,https://hwapi.yntv.net/ew265l/ke88o9.m3u8
楚雄综合,https://hwapi.yntv.net/ew265l/848y54.m3u8
德宏,https://hwapi.yntv.net/ew265l/d919nz.m3u8
文山综合,https://hwapi.yntv.net/ew265l/29vf20.m3u8
临沧,https://hwapi.yntv.net/6tt654/1i495z.m3u8
保山,https://hwapi.yntv.net/7y80ii/7672o4.m3u8
西双版纳,https://hwapi.yntv.net/ew265l/47480o_uhd.m3u8
大理州,https://hwapi.yntv.net/ew265l/n944fg.m3u8
怒江,https://hwapi.yntv.net/s5xpv2/9r4ei4.m3u8
芒市,https://zb-live.ynurl.com/mangshi/0fa89a84-37b5-4de4-8b92-63b19634c213.m3u8 
江川,https://zb-live.ynurl.com/jiangchuan/ad8dc86f-f35a-4203-85f0-dfd0eef52d18.m3u8
通海,https://zb-live.ynurl.com/tonghai/3bfe3a9e-48e6-4c1e-8770-1df66447cc6c.m3u8
元江,https://hwapi.yntv.net/vu7hkj/x6rer3.m3u8
易门,https://zb-live.ynurl.com/yimen/3b75a2f9-7941-46b7-992d-a9796fbca5fe.m3u8 
陆良,https://hwapi.yntv.net/9327b6/v8i7rf.m3u8
绿春,https://zb-live.ynurl.com/lvchun/b02460f7-dfaf-4188-8906-4a915521bdf4.m3u8
广南,https://zb-live.ynurl.com/guangnan/31407c0a-ec07-4b5f-8a89-c26fbcc1fcf9.m3u8
丘北,https://zb-live.ynurl.com/qiubei/87f0d417-e3c0-4f0d-b930-74ab3f8d7176.m3u8
洱源,https://hwapi.yntv.net/d117oe/mk98io.m3u8
巍山,https://hwapi.yntv.net/euxv6l/5q7637.m3u8
云龙,https://hwapi.yntv.net/b0231t/f502oq.m3u8
陇川,https://zb-live.ynurl.com/longchuan/58f88df3-605e-4c57-865c-8e8f85241ca1.m3u8
玉溪综合,https://hwapi.yntv.net/r5fc3f/4kzlat_hd.m3u8
红河,https://live.hh.cn/hhtv1/index.m3u8
安顺新闻,http://hplayer1.juyun.tv/camera/154379194.m3u8
西藏卫视,http://php.jdshipin.com:8880/xztv.php?id=ws
西藏藏语卫视,http://php.jdshipin.com:8880/xztv.php..id=zy
西藏影视文化,http://php.jdshipin.com:8880/xztv.php?id=ys
日喀则汉语综合,https://consolestream.rkzrm.cn:20323/4.m3u8
日喀则藏语,https://console.rkzrm.cn:20323/8.m3u8
日喀则汉语,https://console.rkzrm.cn:20323/4.m3u8
拉萨综合,rtmp://tv.lasatv.cn/channellive/lszhpd
拉萨藏语,rtmp://tv.lasatv.cn/channellive/lszypd
拉萨文旅,rtmp://tv.lasatv.cn/channellive/lswlpd
🚲湖南,#genre#
湖南电影,http://php.jdshipin.com:8880/iptv.php?id=hndy
湖南国际,http://php.jdshipin.com:8880/iptv.php?id=hngj
湖南经视,http://php.jdshipin.com:8880/iptv.php?id=hnjs
湖南娱乐,http://php.jdshipin.com:8880/iptv.php?id=hnyl
湖南爱晚,http://php.jdshipin.com:8880/iptv.php?id=hngg
湖南都市,http://php.jdshipin.com:8880/iptv.php?id=hnds
湖南电视剧,http://php.jdshipin.com:8880/iptv.php?id=hndsj
湖南经视,http://183.215.134.239:19901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
湖南都市,http://183.215.134.239:19901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
湖南爱晚,http://8.07456.me:24901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
湖南国际,http://8.07456.me:24901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
重温经典,http://183.215.134.239:19901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
全纪实,http://183.215.134.239:19901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
南县新闻,http://183.215.134.239:19901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
湖南教育,http://183.215.134.239:19901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
湖南电影,http://183.215.134.239:19901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
长沙县,http://xsds.b.dingtoo.com/AppName/StreamName.m3u8
🍉重庆,#genre#
巴南综合,http://live.cqbntv.com/bnmc/tv0709.m3u8
垫江综合,http://play-sh.quklive.com/live/1672366847646284.m3u8
荣昌综合,http://183.64.181.25:40023/rongchang01.m3u8
铜梁综合,https://tlpc01.cqliving.com/ch1.m3u8
潼南综合,http://183.230.184.51:65500/tntv1.m3u8
🌿内蒙,#genre#
内蒙新闻综合,http://play1-qk.nmtv.cn/live/1686560423879174.m3u8 
